id,name,sex,year,form,house,tutor,dob,age_sept,heritage,home_language,eal,pupil_premium,sen_status,sen_primary_need,avg_working_grade,reading_age,best_subject,weakest_subject,attendance_pct,lates_this_term,behaviour_points,detentions,suspensions,behaviour_tier,attendance_concern,emotionally_based_school_avoidance,description
HAR1736,Cristian Constantin,M,11,11A,Lea,Mrs V. Croucher,2011-06-22,15.2,White Other (Romanian),Romanian,Yes - fluent,No,None,,6.8,16y 1m,English Language,Maths,100.0,0,7,0,0,good,False,False,"Cristian Constantin is bright, organised and slightly obsessive about his grades, which is both a strength and a problem. Reports are consistent: strong in English Language, weak in Maths, average grade 6.8. Behaviour record is spotless: 7 points on the system all year. Attendance 100.0%. The only absences are medical and always covered by a note. Lives in a flat with a lift that never works with an older sister who does most of the parenting. Older siblings came through Harford as well and staff remember the surname. Known across the year for K-pop."
HAR1737,Riley Sparrow,M,11,11A,Lea,Mrs V. Croucher,2011-03-16,15.5,White British,English,No,Yes,None,,4.2,13y 9m,Maths,English Literature,98.1,4,74,4,0,mixed,False,False,"Riley Sparrow is pleasant, chatty and easily distracted, but the work gets done in the end. Reports are consistent: strong in Maths, weak in English Literature, average grade 4.2. 74 behaviour points, mostly talking, phones and being late to period one. Attendance 98.1% - never an issue. Lives on the houses off Green Street with mum only. Big into football stats and fantasy leagues."
HAR1738,Trey Thompson,M,11,11A,Lea,Mrs V. Croucher,2011-07-15,15.1,Black Caribbean / Mixed Black Caribbean,English,No,No,None,,3.8,14y 2m,English Language,Geography,97.9,4,18,4,0,ok,False,False,"Trey Thompson is the definition of middle of the road - never in trouble, never top of the class. English Language is his best subject by a distance. Geography is the one his tutor has to chase every report. 18 behaviour points, mostly talking, phones and being late to period one. Attendance 97.9% - never an issue. At home it's both parents, both working in the family business, in a council flat on the fourth floor. Runs chess club and takes it more seriously than most of the staff do."
HAR1739,Tariq Haddad,M,11,11A,Lea,Mrs V. Croucher,2011-03-18,15.5,Arab,Arabic (Sudanese),Yes - fluent,Yes,None,,4.0,13y 3m,French,English Language,100.0,0,12,3,0,ok,False,False,"Tariq Haddad sits mid-table across the board and is happy there, which frustrates his tutor. Average of 4.0 across the board, with a big spread between French and English Language. 12 behaviour points, mostly talking, phones and being late to period one. Attendance 100.0% - never an issue. At home it's aunt and uncle and five cousins, in a house with a converted loft room. Big into chess puzzles."
HAR1740,Mariana Ferreira,F,11,11A,Lea,Mrs V. Croucher,2010-10-23,15.9,White Other (Portuguese / Brazilian),Portuguese,Yes - fluent,Yes,None,,3.3,14y 4m,English Language,Drama,99.2,1,6,0,0,good,False,False,"Mariana Ferreira has been on the intervention list for two years and progress has been slow at best. Currently 3.3 on average - on target in English Language, a full two grades off in Drama. 6 points logged, every one of them for uniform or equipment rather than conduct. 99.2% attendance and always on time. Home is in a council flat on the fourth floor with dad and stepmum. It's a full house and a quiet space to do homework doesn't really exist. Spends every break on West Ham."
HAR1741,Abdul Mia,M,11,11A,Lea,Mrs V. Croucher,2010-12-23,15.7,British Bangladeshi,Bengali,Yes - fluent,Yes,SEN Support (K),ASD - Autism Spectrum Condition,3.6,13y 10m,Combined Science,Art & Design,100.0,4,10,2,0,ok,False,False,"Abdul Mia is a decent worker who gets by on effort more than natural ability. Currently 3.6 on average - on target in Combined Science, a full two grades off in Art & Design. Reading age 13y 10m - well below his actual age of 15y 8m - so he can't access half the exam papers unaided. 10 behaviour points and 2 detentions, all for the same three things. Attendance sits at 100.0% with no unauthorised absence. Home is in a maisonette off the high street with foster carers. Nobody at home has the confidence to challenge the school, which staff are conscious of. One of the leaders in football (girls'); it's the one place he's consistently brilliant."
HAR1742,Ashraful Karim,M,11,11A,Lea,Mrs V. Croucher,2011-05-25,15.3,British Bangladeshi,Sylheti,Yes - fluent,Yes,SEN Support (K),"SEMH - Social, Emotional & Mental Health",1.8,12y 2m,Maths,English Literature,74.7,4,26,2,0,ok,True,False,"Ashraful Karim has SEMH - Social, Emotional & Mental Health and works with the SEN team most weeks. Maths is his best subject by a distance. English Literature is the one his tutor has to chase every report. Reading age of 12y 2m against a chronological age of 15y 3m, which is the root of most of it. 26 points logged - low-level stuff: chatting, out of seat, phone on the desk. 74.7% attendance. The school has issued a formal warning and a penalty notice is on the table. Lives on the flats behind the Roman Road with both parents and twin sisters. Supportive at home, but stretched thin. Talks about 3D printing constantly, in and out of lesson. Referred to CAMHS, still on the waiting list."
HAR1743,Labiba Miah,F,11,11A,Lea,Mrs V. Croucher,2011-01-16,15.6,British Bangladeshi,Bengali,Yes - developing,No,None,,6.8,16y 0m,English Literature,English Language,92.1,4,7,0,0,good,False,False,"Labiba Miah is one of those students who makes a lesson easier just by being in it. Currently 6.8 on average - on target in English Literature, a full two grades off in English Language. 7 behaviour points, which for this school is nothing at all. Attendance 92.1%. Punctuality is the bigger problem: 4 lates this term. Lives above a shop on the parade with grandmother as main carer. Older siblings came through Harford as well and staff remember the surname. Big into customising trainers. Referred to CAMHS, still on the waiting list."
HAR1744,Mehmet Yilmaz,M,11,11A,Lea,Mrs V. Croucher,2011-05-08,15.3,White Other (Turkish / Kurdish),Zazaki,Yes - developing,No,None,,7.2,16y 4m,English Language,English Literature,93.1,4,5,0,0,good,False,False,"Mehmet Yilmaz is one of those students who makes a lesson easier just by being in it. Reports are consistent: strong in English Language, weak in English Literature, average grade 7.2. Nothing on the behaviour log worth reading - 5 points total. 93.1% attendance - enough to trigger a letter home but not a fine. Lives with mum, stepdad and a new baby in a one-bed with the living room as a bedroom. Nobody at home has the confidence to challenge the school, which staff are conscious of. Quietly good at fixing phones, which nobody at school knew until Year 9."
HAR1745,Pedro Ferreira,M,11,11A,Lea,Mrs V. Croucher,2011-02-08,15.6,White Other (Portuguese / Brazilian),Portuguese,Yes - fluent,Yes,SEN Support (K),SpLD - Dyslexia,3.0,11y 6m,English Language,Combined Science,92.2,1,47,6,0,mixed,False,False,"Pedro Ferreira is on the SEND register for SpLD - Dyslexia and has a one-page profile all staff are meant to have read. Reports are consistent: strong in English Language, weak in Combined Science, average grade 3.0. Reading age 11y 6m - well below his actual age of 15y 6m - so he can't access half the exam papers unaided. 47 points. Nothing serious, but the pattern is talking over staff and refusing to move seats. 92.2% attendance - enough to trigger a letter home but not a fine. Lives on the flats behind the Roman Road with foster carers. Housing changed twice in the last two years and you can see it in the exercise books. Talks about trainspotting constantly, in and out of lesson."
HAR1746,Thivya Kaur,F,11,11A,Lea,Mrs V. Croucher,2010-09-23,15.9,British Indian,Gujarati,Yes - developing,No,None,,4.0,14y 4m,English Literature,English Language,95.2,3,5,0,0,good,False,False,"Thivya Kaur is a decent worker who gets by on effort more than natural ability. Currently 4.0 on average - on target in English Literature, a full two grades off in English Language. 5 points logged, every one of them for uniform or equipment rather than conduct. 95.2% attendance and always on time. Lives on the estate off Barking Road with mum and her partner, in temporary accommodation. The commute in is two buses and it shows in the punctuality data. Known across the year for skateboarding."
HAR1747,Cristina Dumitru,F,11,11A,Lea,Mrs V. Croucher,2011-03-06,15.5,White Other (Romanian),Romanian,Yes - developing,Yes,None,,8.3,17y 10m,PE (GCSE),Music,98.2,1,51,5,0,mixed,False,False,"Cristina Dumitru is a high flyer with the kind of exercise books other teachers photocopy as an example. PE (GCSE) is her best subject by a distance. Music is the one her tutor has to chase every report. 51 points. Nothing serious, but the pattern is talking over staff and refusing to move seats. Attendance 98.2%. The only absences are medical and always covered by a note. Lives in a two-bed flat with both parents and an older brother. Goes to Warhammer club every week without fail."
HAR1748,Bruno Silva,M,11,11A,Lea,Mrs V. Croucher,2010-11-01,15.8,White Other (Portuguese / Brazilian),Portuguese,Yes - new to English,No,None,,5.9,15y 10m,Maths,English Literature,100.0,3,7,0,0,good,False,False,"Bruno Silva speaks Portuguese at home and is at the stage where he understands nearly everything and says almost nothing. Reports are consistent: strong in Maths, weak in English Literature, average grade 5.9. 7 behaviour points and no detentions. Staff use him as the example. Attendance 100.0%. The only absences are medical and always covered by a note. At home it's mum, dad and grandad, in a terraced house shared with an aunt's family. Housing changed twice in the last two years and you can see it in the exercise books. Quietly good at skateboarding, which nobody at school knew until Year 9."
HAR1749,Lacey Harris,F,11,11A,Lea,Mrs V. Croucher,2010-09-14,16.0,White British,English,No,No,None,,6.3,16y 2m,PE (GCSE),English Literature,98.0,4,54,10,0,mixed,False,False,"Lacey Harris is a solid, steady student who does what's asked and not a great deal more. Working at grade 6.3 on average, with PE (GCSE) the clear strength and English Literature the obvious weak spot. 54 points logged - low-level stuff: chatting, out of seat, phone on the desk. Attendance 98.0% - never an issue. At home it's mum, dad and four siblings, in a maisonette off the high street. Housing changed twice in the last two years and you can see it in the exercise books. Talks about customising trainers constantly, in and out of lesson. Managed move in from another East London secondary at the start of Year 11."
HAR1750,Hatice Sahin,F,11,11A,Lea,Mrs V. Croucher,2010-10-18,15.9,White Other (Turkish / Kurdish),Kurdish (Kurmanji),Yes - fluent,No,None,,4.8,14y 4m,English Language,History,92.5,0,79,6,0,mixed,False,False,"Hatice Sahin is quiet to the point of being invisible in some lessons and staff have to make an effort to notice her. English Language is her best subject by a distance. History is the one her tutor has to chase every report. 79 points. Nothing serious, but the pattern is talking over staff and refusing to move seats. 92.5% attendance - enough to trigger a letter home but not a fine. At home it's mum only, in a flat with a lift that never works. Runs Warhammer club and takes it more seriously than most of the staff do."
HAR1751,Danny Turner,M,11,11B,Roding,Mr H. Zaman,2010-10-04,15.9,White British,English,No,No,None,,7.6,17y 8m,Combined Science,Computer Science,96.0,1,33,10,0,mixed,False,False,"Danny Turner reads well above his age and has an answer for everything, usually the right one. Currently 7.6 on average - on target in Combined Science, a full two grades off in Computer Science. 33 points logged - low-level stuff: chatting, out of seat, phone on the desk. Attendance 96.0% - never an issue. Lives in a two-bed flat with mum, dad and grandad. Talks about hairdressing constantly, in and out of lesson."
HAR1752,Yewande Nnaji,F,11,11B,Roding,Mr H. Zaman,2010-12-19,15.7,Black African (Nigerian),Nigerian Pidgin,Yes - fluent,Yes,None,,5.7,15y 10m,French,English Literature,95.8,1,50,10,0,mixed,False,False,"Yewande Nnaji is pleasant, chatty and easily distracted, but the work gets done in the end. French is her best subject by a distance. English Literature is the one her tutor has to chase every report. 50 behaviour points and 10 detentions, all for the same three things. 95.8% attendance and always on time. Lives on the Plaistow side with mum, dad and four siblings, above a shop on the parade. Parents' evening attendance is patchy, and it's shift work rather than a lack of interest. Would rather be at cooking club than in any lesson and says so openly."
HAR1753,Quyen Nguyen,F,11,11B,Roding,Mr H. Zaman,2011-06-27,15.2,Asian Other (Vietnamese),Vietnamese,Yes - fluent,No,None,,6.6,15y 8m,English Language,Maths,90.2,15,0,1,0,good,False,False,"Quyen Nguyen is quietly brilliant - the sort of student who hands work in early and then asks for more. Reports are consistent: strong in English Language, weak in Maths, average grade 6.6. 0 points logged, every one of them for uniform or equipment rather than conduct. Attendance 90.2%, which the year team are keeping an eye on. Lives with aunt and uncle and five cousins in a house with a converted loft room. Obsessed with Arsenal to the point of doing homework about it unprompted."
HAR1754,Chiamaka Fashola,F,11,11B,Roding,Mr H. Zaman,2010-09-15,16.0,Black African (Nigerian),Yoruba,Yes - developing,Yes,None,,4.4,14y 10m,English Literature,Business Studies,89.3,3,20,1,0,ok,True,False,"Chiamaka Fashola is a solid, steady student who does what's asked and not a great deal more. Sits on grade 4.4 overall. Teachers in English Literature rate her highly, staff in Business Studies much less so. 20 points logged - low-level stuff: chatting, out of seat, phone on the desk. Attendance 89.3%, which the year team are keeping an eye on. Lives on the Beckton end with mum, stepdad and a new baby. Nobody at home has the confidence to challenge the school, which staff are conscious of. Runs cooking club and takes it more seriously than most of the staff do."
HAR1755,Yasir Butt,M,11,11B,Roding,Mr H. Zaman,2011-06-10,15.2,British Pakistani,Punjabi,No,Yes,None,,5.9,15y 4m,Combined Science,Media Studies,94.7,4,5,0,0,good,False,False,"Yasir Butt is a solid, steady student who does what's asked and not a great deal more. Average of 5.9 across the board, with a big spread between Combined Science and Media Studies. Behaviour record is spotless: 5 points on the system all year. Attendance 94.7%. Punctuality is the bigger problem: 4 lates this term. Lives on the Beckton end with dad and stepmum, in a house with a converted loft room. English isn't the main language at home, so letters get read by an older sibling. Known across the year for sewing and altering clothes."
HAR1756,Ashton Doyle,M,11,11B,Roding,Mr H. Zaman,2010-09-08,16.0,White British,English,No,Yes,None,,4.4,15y 3m,Media Studies,English Literature,92.2,0,1,0,0,good,False,False,"Ashton Doyle is reliable in lessons he likes and drifts badly in the ones he doesn't. Currently 4.4 on average - on target in Media Studies, a full two grades off in English Literature. 1 points logged, every one of them for uniform or equipment rather than conduct. 92.2% attendance - enough to trigger a letter home but not a fine. Lives on the Carpenters Estate with mum and three younger siblings. Whoever's home in the morning is doing four school runs, so he's largely left to sort himself out. Spends every break on Leyton Orient."
HAR1757,Reggie Tanner,M,11,11B,Roding,Mr H. Zaman,2011-08-18,15.0,White British,English,No,No,None,,1.0,11y 3m,PE (GCSE),English Language,95.6,2,9,2,0,ok,False,False,"Reggie Tanner is one of the lowest attainers in Year 11 and the department has run out of easy ideas. PE (GCSE) is his best subject by a distance. English Language is the one his tutor has to chase every report. Reading age 11y 3m - well below his actual age of 15y 0m - so he can't access half the exam papers unaided. 9 behaviour points, mostly talking, phones and being late to period one. Attendance sits at 95.6% with no unauthorised absence. Lives on the houses off Green Street with mum, stepdad and a new baby, in a maisonette off the high street. Housing changed twice in the last two years and you can see it in the exercise books. Spends every break on MMA. Off-site alternative provision two days a week."
HAR1758,Aisha Iqbal,F,11,11B,Roding,Mr H. Zaman,2011-05-07,15.3,British Pakistani,Punjabi,No,No,None,,2.7,13y 1m,English Language,Media Studies,94.8,3,1,1,0,good,False,False,"Aisha Iqbal is capable but so far behind that catching up now looks unrealistic without serious intervention. English Language is her best subject by a distance. Media Studies is the one her tutor has to chase every report. Reading age 13y 1m - well below her actual age of 15y 3m - so she can't access half the exam papers unaided. 1 points logged, every one of them for uniform or equipment rather than conduct. Attendance has slipped to 94.8% and there's a pattern of Monday mornings. Lives in a maisonette off the high street with grandmother as main carer. Runs STEM club and takes it more seriously than most of the staff do."
HAR1759,Simone Grant,F,11,11B,Roding,Mr H. Zaman,2011-01-12,15.6,Black Caribbean / Mixed Black Caribbean,English,No,Yes,None,,5.8,15y 6m,English Language,Maths,83.5,4,0,0,0,good,True,False,"Simone Grant is a decent worker who gets by on effort more than natural ability. Working at grade 5.8 on average, with English Language the clear strength and Maths the obvious weak spot. 0 behaviour points and no detentions. Staff use her as the example. Attendance 83.5% and falling. Weeks go by where nobody sees her. Lives above a shop on the parade with mum, dad and four siblings. Money is tight and everyone in the house knows it. Known across the year for doing nails and lashes for cousins."
HAR1760,Hasibur Hoque,M,11,11B,Roding,Mr H. Zaman,2010-12-28,15.7,British Bangladeshi,Sylheti,No,Yes,None,,3.7,14y 2m,Media Studies,English Literature,93.1,2,82,8,0,mixed,False,False,"Hasibur Hoque is quiet to the point of being invisible in some lessons and staff have to make an effort to notice him. Average working grade 3.7. Media Studies is well above the rest; English Literature is dragging the profile down. 82 behaviour points, mostly talking, phones and being late to period one. Attendance 93.1%. Punctuality is the bigger problem: 2 lates this term. Lives with an uncle who is also his named carer above a shop on the parade. Money is tight and everyone in the house knows it. Runs drama club and takes it more seriously than most of the staff do."
HAR1761,Titilayo Nnaji,F,11,11B,Roding,Mr H. Zaman,2011-08-08,15.1,Black African (Nigerian),Yoruba,Yes - developing,Yes,SEN Support (K),ADHD (SEMH/medical),6.3,14y 4m,Maths,English Language,83.6,22,127,20,3,poor,True,False,"Titilayo Nnaji has a temper that goes from nought to shouting in about four seconds. Sits on grade 6.3 overall. Teachers in Maths rate her highly, staff in English Language much less so. 127 behaviour points and 20 detentions. Told a cover teacher to ""fuck off"" in March and got two days internal. Attendance 83.6% and falling. Weeks go by where nobody sees her. Lives on the Aldgate side of the borough with dad, who works two jobs, in a flat with a lift that never works. The commute in is two buses and it shows in the punctuality data. Quietly good at Arsenal, which nobody at school knew until Year 9."
HAR1762,Manisha Shah,F,11,11B,Roding,Mr H. Zaman,2011-07-05,15.2,British Indian,Malayalam,Yes - new to English,Yes,SEN Support (K),"SEMH - Social, Emotional & Mental Health",1.0,10y 1m,Media Studies,English Language,85.6,12,70,12,0,mixed,True,False,"Manisha Shah speaks Malayalam at home and is at the stage where she understands nearly everything and says almost nothing. Sits on grade 1.0 overall. Teachers in Media Studies rate her highly, staff in English Language much less so. 70 behaviour points, mostly talking, phones and being late to period one. Attendance 85.6% - persistently absent and now with the Education Welfare Officer. At home it's both parents and an older brother, in a house with a converted loft room. Quietly good at Leyton Orient, which nobody at school knew until Year 9."
HAR1763,Jamie Doyle,M,11,11B,Roding,Mr H. Zaman,2010-12-22,15.7,White British,English,No,No,EHCP,ASD - Autism Spectrum Condition,1.3,10y 1m,English Literature,Maths,99.3,1,7,0,0,good,False,False,"Jamie Doyle can do the work when someone sits with him, and almost never does it when nobody does. Average of 1.3 across the board, with a big spread between English Literature and Maths. Behaviour record is spotless: 7 points on the system all year. Attendance 99.3%. The only absences are medical and always covered by a note. Lives on the Chrisp Street area with dad and stepmum. One of the leaders in table tennis; it's the one place he's consistently brilliant. EHCP names 12 hours of TA support a week and access arrangements for exams."
HAR1764,Jordan Gallagher,M,11,11B,Roding,Mr H. Zaman,2011-03-18,15.5,White British,English,No,Yes,EHCP,Physical Disability,3.6,12y 2m,English Language,Combined Science,99.4,1,9,4,0,ok,False,False,"Jordan Gallagher has Physical Disability and does far better with structure, warning of changes and a bit of patience. English Language is his best subject by a distance. Combined Science is the one his tutor has to chase every report. Reading age assessed at 12y 2m. Everything else follows from that. 9 points logged - low-level stuff: chatting, out of seat, phone on the desk. Attendance sits at 99.4% with no unauthorised absence. Lives on the Carpenters Estate with an uncle who is also his named carer. Quietly good at MMA, which nobody at school knew until Year 9. EHCP names 20 hours of TA support a week and access arrangements for exams."
HAR1765,Shirin Ali,F,11,11B,Roding,Mr H. Zaman,2011-03-23,15.4,British Bangladeshi,Bengali,No,No,SEN Support (K),ASD - Autism Spectrum Condition,1.8,11y 8m,Maths,English Language,99.8,0,27,4,0,ok,False,False,"Shirin Ali has ASD - Autism Spectrum Condition and does far better with structure, warning of changes and a bit of patience. Sits on grade 1.8 overall. Teachers in Maths rate her highly, staff in English Language much less so. Reading age of 11y 8m against a chronological age of 15y 5m, which is the root of most of it. 27 points. Nothing serious, but the pattern is talking over staff and refusing to move seats. Attendance 99.8%. The only absences are medical and always covered by a note. At home it's an uncle who is also her named carer, in a maisonette off the high street. Supportive at home, but stretched thin. Obsessed with drawing manga to the point of doing homework about it unprompted."
HAR1766,Ebele Afolabi,F,11,11B,Roding,Mr H. Zaman,2011-03-18,15.5,Black African (Nigerian),Nigerian Pidgin,Yes - developing,Yes,None,,2.8,12y 5m,English Literature,Spanish,94.6,3,39,4,0,mixed,False,False,"Ebele Afolabi is significantly behind where she should be and the gap is widening every term. Reports are consistent: strong in English Literature, weak in Spanish, average grade 2.8. Literacy is the bottleneck: reading age 12y 5m and handwriting that she's embarrassed about. 39 behaviour points, mostly talking, phones and being late to period one. Attendance has slipped to 94.6% and there's a pattern of Monday mornings. Lives in a one-bed with the living room as a bedroom with both parents and an older brother. Big into Chelsea."
HAR1767,Alexandru Constantin,M,11,11B,Roding,Mr H. Zaman,2010-10-01,15.9,White Other (Romanian),Romani,Yes - fluent,No,None,,5.6,14y 11m,English Literature,Food Prep & Nutrition,96.3,1,41,8,0,mixed,False,False,"Alexandru Constantin is reliable in lessons he likes and drifts badly in the ones he doesn't. Reports are consistent: strong in English Literature, weak in Food Prep & Nutrition, average grade 5.6. 41 points logged - low-level stuff: chatting, out of seat, phone on the desk. Attendance 96.3%. The only absences are medical and always covered by a note. Lives with mum, stepdad and a new baby in a two-bed flat. Parents' evening attendance is patchy, and it's shift work rather than a lack of interest. One of the leaders in choir; it's the one place he's consistently brilliant."
HAR1768,Devante Beckford,M,11,11B,Roding,Mr H. Zaman,2010-09-23,15.9,Black Caribbean / Mixed Black Caribbean,Jamaican Patois,No,No,None,,5.1,15y 9m,English Literature,French,94.2,4,6,1,0,good,False,False,"Devante Beckford is a grafter. Nothing comes easily but he keeps showing up and keeps trying. English Literature is his best subject by a distance. French is the one his tutor has to chase every report. Nothing on the behaviour log worth reading - 6 points total. 94.2% attendance - enough to trigger a letter home but not a fine. Lives on the Manor Park end with mum and her partner, in temporary accommodation. Parents' evening attendance is patchy, and it's shift work rather than a lack of interest. Goes to rugby every week without fail."
HAR1769,Naima Ali,F,11,11B,Roding,Mr H. Zaman,2011-02-17,15.5,Black African (Somali),Somali,Yes - fluent,No,None,,4.2,14y 5m,Combined Science,English Language,87.4,21,191,39,1,poor,True,False,"Naima Ali is funny, sharp and absolutely exhausting to teach. Combined Science is her best subject by a distance. English Language is the one her tutor has to chase every report. 191 behaviour points, 39 detentions, 1 suspension - the worst being a fight in the DT corridor that took three staff to break up. Attendance 87.4% - persistently absent and now with the Education Welfare Officer. At home it's aunt and uncle and five cousins, in a council flat on the fourth floor. Supportive at home, but stretched thin. One of the leaders in boxercise; it's the one place she's consistently brilliant."
HAR1770,Imtiaz Kabir,M,11,11B,Roding,Mr H. Zaman,2011-04-07,15.4,British Bangladeshi,Sylheti,No,No,None,,5.5,14y 3m,Combined Science,Spanish,90.8,5,12,2,0,ok,False,False,"Imtiaz Kabir is a solid, steady student who does what's asked and not a great deal more. Reports are consistent: strong in Combined Science, weak in Spanish, average grade 5.5. 12 behaviour points and 2 detentions, all for the same three things. Attendance 90.8%, which the year team are keeping an eye on. Lives on the towers on Devons Road with an uncle who is also his named carer, in a house with a converted loft room. Would rather be at Warhammer club than in any lesson and says so openly. Looked-after child, placed with foster carers in the borough since Year 8."
HAR1771,Yasir Qureshi,M,11,11B,Roding,Mr H. Zaman,2011-03-11,15.5,British Pakistani,Urdu,No,No,None,,6.7,16y 1m,Maths,Drama,95.1,2,2,0,0,good,False,False,"Yasir Qureshi has been on the gifted and talented register since Year 7 and has never dropped off it. Currently 6.7 on average - on target in Maths, a full two grades off in Drama. 2 behaviour points and no detentions. Staff use him as the example. Attendance sits at 95.1% with no unauthorised absence. Lives with both parents and twin sisters in a two-bed flat. Spends every break on skateboarding. On the school's Prevent-adjacent watch list only for online content shared in a group chat; resolved, no further concern."
HAR1772,Kyle Mallory,M,11,11B,Roding,Mr H. Zaman,2011-06-24,15.2,White British,English,No,No,EHCP,ASD - Autism Spectrum Condition,3.1,10y 0m,PE (GCSE),English Language,93.6,3,38,12,0,mixed,False,False,"Kyle Mallory is capable but so far behind that catching up now looks unrealistic without serious intervention. Working at grade 3.1 on average, with PE (GCSE) the clear strength and English Language the obvious weak spot. Literacy is the bottleneck: reading age 10y 0m and handwriting that he's embarrassed about. 38 points. Nothing serious, but the pattern is talking over staff and refusing to move seats. Attendance 93.6%. Punctuality is the bigger problem: 3 lates this term. Lives on the Carpenters Estate with both parents, both working in the family business, in a maisonette off the high street. Quietly good at Afrobeats, which nobody at school knew until Year 9. EHCP names 25 hours of TA support a week and access arrangements for exams."
HAR1773,Altin Berisha,M,11,11B,Roding,Mr H. Zaman,2011-01-12,15.6,White Other (Albanian),Albanian,Yes - new to English,No,EHCP,ADHD (SEMH/medical),1.3,10y 10m,Design & Technology,Religious Studies,90.9,14,124,40,1,poor,False,False,"Altin Berisha arrived mid-year from Afghanistan and is still finding his feet. Working at grade 1.3 on average, with Design & Technology the clear strength and Religious Studies the obvious weak spot. Reading age 10y 10m - well below his actual age of 15y 7m - so he can't access half the exam papers unaided. 124 behaviour points and 40 detentions. Told a cover teacher to ""fuck off"" in March and got two days internal. Attendance has slipped to 90.9% and there's a pattern of Monday mornings. Lives on the Plaistow side with mum, stepdad and a new baby, in a two-bed flat. Known across the year for drawing manga. Working with the school counsellor weekly. EHCP names 20 hours of TA support a week and access arrangements for exams."
HAR1774,Zakariya Ibrahim,M,11,11B,Roding,Mr H. Zaman,2010-11-19,15.8,Black African (Somali),Somali,Yes - developing,No,EHCP,"SLCN - Speech, Language & Communication",4.0,14y 3m,Computer Science,English Language,92.0,12,22,4,0,ok,False,False,"Zakariya Ibrahim has SLCN - Speech, Language & Communication, which shapes how he copes with a full timetable in a building this loud. Average working grade 4.0. Computer Science is well above the rest; English Language is dragging the profile down. 22 points. Nothing serious, but the pattern is talking over staff and refusing to move seats. Attendance has slipped to 92.0% and there's a pattern of Monday mornings. Lives in a one-bed with the living room as a bedroom with aunt and uncle and five cousins. English isn't the main language at home, so letters get read by an older sibling. Big into BMX. EHCP names 20 hours of TA support a week and access arrangements for exams."
HAR1775,Katie Turner,F,11,11B,Roding,Mr H. Zaman,2011-02-10,15.6,White British,English,No,Yes,None,,8.1,17y 4m,Maths,PE (GCSE),94.8,1,15,4,0,ok,False,False,"Katie Turner is one of those students who makes a lesson easier just by being in it. Currently 8.1 on average - on target in Maths, a full two grades off in PE (GCSE). 15 points logged - low-level stuff: chatting, out of seat, phone on the desk. 94.8% attendance - enough to trigger a letter home but not a fine. Home is in a house with a converted loft room with both parents and twin sisters. Big into hairdressing."
HAR1776,Shahid Chowdhury,M,11,11B,Roding,Mr H. Zaman,2010-09-06,16.0,British Bangladeshi,Bengali,No,No,None,,4.3,15y 4m,Maths,Religious Studies,100.0,1,12,3,0,ok,False,False,"Shahid Chowdhury is a grafter. Nothing comes easily but he keeps showing up and keeps trying. Average of 4.3 across the board, with a big spread between Maths and Religious Studies. 12 points logged - low-level stuff: chatting, out of seat, phone on the desk. Attendance 100.0%. The only absences are medical and always covered by a note. Lives on the estate off Barking Road with both parents, both working in the family business, above a shop on the parade. Talks about Chelsea constantly, in and out of lesson."
HAR1777,Hamza Sheikh,M,11,11B,Roding,Mr H. Zaman,2010-12-06,15.7,British Pakistani,Pashto,Yes - new to English,Yes,None,,3.7,14y 8m,English Literature,Maths,80.7,14,194,22,1,poor,True,False,"Hamza Sheikh joined Harford two years ago with almost no English and has come a long way, fast. Working at grade 3.7 on average, with English Literature the clear strength and Maths the obvious weak spot. 194 behaviour points and 1 suspension. Refuses to accept a sanction from anyone he hasn't decided he likes. Attendance 80.7% - persistently absent and now with the Education Welfare Officer. Lives with grandmother as main carer in a one-bed with the living room as a bedroom. Housing changed twice in the last two years and you can see it in the exercise books. Talks about drawing manga constantly, in and out of lesson. Free school meals and school-funded uniform; family declined a food bank referral."
HAR1778,Lacey Hollis,F,11,11B,Roding,Mr H. Zaman,2011-03-10,15.5,White British,English,No,Yes,None,,3.5,12y 10m,Combined Science,Drama,98.7,3,63,11,0,mixed,False,False,"Lacey Hollis is a solid, steady student who does what's asked and not a great deal more. Currently 3.5 on average - on target in Combined Science, a full two grades off in Drama. Reading age of 12y 10m against a chronological age of 15y 5m, which is the root of most of it. 63 points logged - low-level stuff: chatting, out of seat, phone on the desk. Attendance 98.7% - never an issue. Lives on the Aldgate side of the borough with dad, who works two jobs. Nobody at home has the confidence to challenge the school, which staff are conscious of. One of the leaders in table tennis; it's the one place she's consistently brilliant."
HAR1779,Mustafa Farah,M,11,11B,Roding,Mr H. Zaman,2011-04-28,15.3,Black African (Somali),Somali,Yes - new to English,No,None,,6.0,15y 11m,Combined Science,Geography,100.0,0,7,0,0,good,False,False,"Mustafa Farah is a new-to-English arrival who is far cleverer than his written work can show yet. Sits on grade 6.0 overall. Teachers in Combined Science rate him highly, staff in Geography much less so. Behaviour record is spotless: 7 points on the system all year. 100.0% attendance and always on time. Home is in a council flat on the fourth floor with dad and stepmum. Money is tight and everyone in the house knows it. Runs drama club and takes it more seriously than most of the staff do."
